N,P,K,temperature,humidity,ph,rainfall,label,ndvi,elevation,slope
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,0.607,203.74,2.19
105,54,48,27.24,80.58,5.914,143.36,banana,0.858,108.65,5.56
72,31,37,24.79,78.68,6.395,117.44,sweet potato,0.444,292.69,12.08
45,43,48,26.2,80.48,6.035,295.69,abaca,0.776,249.96,3.83
20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas,0.591,204.81,2.22
109,42,58,28.7,89.55,5.665,210.48,cacao,0.735,219.34,7.08
43,33,55,30.56,72.58,5.586,210.75,rubber,0.78,385.85,7.77
99,23,28,25.18,78.84,6.889,156.81,cassava,0.643,30.68,9.87
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,0.32,193.29,8.6
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,0.608,161.88,11.34
52,35,57,26.98,84.08,6.195,165.21,durian,0.666,343.37,3.94
59,40,52,24.32,84.65,5.939,222.63,abaca,0.855,317.83,13.77
94,46,46,27.96,90.54,6.884,207.3,rice,0.506,51.87,3.03
90,28,56,26.47,73.05,6.008,165.7,sweet potato,0.551,263.05,7.61
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,0.388,54.95,0.96
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,0.616,2.88,6.12
94,36,42,32.07,65.49,6.985,128.93,watermelon,0.325,6.81,1.2
38,25,60,27.59,84.46,6.249,186.28,coconut,0.469,5.27,5.76
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,0.568,195.7,5.44
104,62,60,29.72,85.81,5.9,143.81,banana,0.839,45.69,1.81
74,48,58,27.56,75.74,6.993,255.22,durian,0.795,247.16,4.83
95,47,44,28.93,89.85,5.938,189.81,abaca,0.596,124.54,11.71
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,0.383,40.26,4.67
62,39,58,24.59,77.41,7.123,148.65,pomelo,0.632,160.53,4.98
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,0.314,46.78,6.89
71,35,63,26.03,86.76,5.37,182.41,rubber,0.815,231.83,9.88
110,33,54,27.01,73.14,6.447,216.47,pomelo,0.675,78.8,8.81
86,41,63,26.86,87.93,5.881,115.3,rice,0.637,53.55,1.7
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,0.415,152.71,3.2
88,44,43,26.76,88.89,6.182,191.96,abaca,0.852,271.66,12.21
42,63,47,30.26,62.01,6.665,61.2,watermelon,0.318,136.82,7.07
42,43,42,25.06,73.01,6.524,149.13,pomelo,0.556,171.6,2.59
57,31,60,27.74,72.48,6.277,212.85,durian,0.826,190.52,11.65
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,0.555,110.52,0.21
103,38,49,25.09,80.09,5.535,241.75,rubber,0.83,370.94,3.6
63,40,68,29.71,87.16,6.227,177.49,durian,0.729,184.63,13.86
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,0.483,41.16,1.71
37,56,33,26.72,74.83,5.851,76.43,watermelon,0.341,62.53,6.71
70,41,52,30.59,65.72,6.761,66.27,watermelon,0.444,129.61,2.63
63,34,51,30.92,79.78,5.891,296.02,rubber,0.621,217.44,15.6
67,59,64,29.25,87.86,6.648,168.86,banana,0.663,156.02,7.09
48,45,59,30.83,70.93,7.09,224.93,coconut,0.661,1.08,2.06
26,27,47,25.72,74.0,6.556,132.62,mango,0.623,33.84,1.71
6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas,0.446,46.17,2.22
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,0.585,236.24,0.34
83,39,48,29.77,87.5,6.361,213.1,durian,0.679,240.6,9.19
46,51,45,25.94,57.93,6.965,97.12,maize,0.65,72.65,9.44
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas,0.568,46.07,3.86
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut,0.764,42.09,3.8
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,0.461,76.22,7.36
50,38,48,24.42,84.27,6.416,218.38,abaca,0.812,353.75,14.84
111,41,39,26.25,86.37,6.495,295.63,abaca,0.775,421.91,15.3
53,25,28,29.72,75.05,6.24,124.9,cassava,0.465,202.04,1.57
111,30,57,26.71,76.33,6.826,153.51,durian,0.572,110.39,3.6
119,70,58,28.73,73.86,5.724,155.2,banana,0.689,169.21,6.55
68,38,50,28.58,76.51,5.368,231.26,rubber,0.588,86.78,12.97
77,55,37,25.96,79.53,6.335,133.03,papaya,0.743,99.82,6.52
113,74,55,31.26,86.82,6.668,152.97,banana,0.844,72.21,5.33
58,36,62,28.23,87.92,6.279,217.69,durian,0.656,149.62,10.04
30,43,47,31.86,65.99,7.254,133.89,mango,0.501,225.88,3.4
70,38,60,31.38,74.43,5.994,104.03,sweet potato,0.487,211.51,5.39
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango,0.358,216.58,3.91
111,47,49,26.42,82.64,5.905,302.88,abaca,0.605,344.68,7.07
101,35,70,29.33,75.05,6.331,157.87,durian,0.663,264.73,6.02
42,33,45,25.64,88.15,6.056,192.67,cacao,0.708,426.17,4.08
51,40,52,27.23,77.34,5.059,187.95,rubber,0.62,95.65,5.85
78,28,63,27.36,65.92,6.887,166.23,sweet potato,0.528,204.02,12.56
69,21,48,26.72,68.78,6.516,161.02,cassava,0.644,227.43,6.11
87,33,41,30.87,86.23,5.633,181.26,rubber,0.758,353.51,5.05
98,66,47,24.3,94.04,6.292,258.73,rice,0.477,49.85,4.85
69,43,38,25.77,83.63,6.477,278.1,abaca,0.745,427.31,8.25
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,0.36,102.52,1.95
65,41,43,28.88,80.78,6.586,270.48,abaca,0.761,127.49,12.75
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,0.559,31.01,2.31
27,32,49,25.14,77.0,5.971,74.05,mango,0.644,216.24,6.44
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,0.564,3.59,10.69
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,0.64,180.49,2.05
48,27,52,26.88,71.95,6.467,111.33,pomelo,0.494,212.42,11.74
81,65,37,29.61,70.97,6.614,106.5,papaya,0.606,24.54,0.37
82,18,42,27.79,78.37,6.648,105.86,sweet potato,0.569,268.86,1.52
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya,0.517,142.9,8.79
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,0.343,104.45,4.47
93,61,44,30.34,80.0,6.239,82.04,rice,0.623,5.07,0.59
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,0.349,31.58,9.34
57,28,64,28.0,84.74,7.039,139.12,pomelo,0.689,53.58,9.39
47,28,40,31.95,74.07,6.395,146.22,cassava,0.597,223.26,11.47
102,47,36,32.27,61.24,6.561,127.28,watermelon,0.412,24.07,4.09
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,0.365,92.91,4.08
35,26,55,28.6,74.25,7.006,122.37,pomelo,0.478,11.06,6.43
86,36,49,28.76,89.78,5.91,251.16,rice,0.506,38.91,4.72
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,0.485,147.47,1.78
56,45,53,27.41,83.27,5.587,215.76,cacao,0.83,326.54,13.65
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,0.641,246.38,6.59
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,0.506,19.56,5.88
45,43,48,26.2,80.48,6.035,295.69,abaca,0.776,249.96,3.83
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana,0.733,169.11,6.35
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,0.699,22.09,2.06
71,40,59,29.03,71.74,6.737,164.82,pomelo,0.571,220.39,1.35
71,60,38,29.64,91.47,5.777,117.68,rice,0.587,43.61,3.09
51,40,35,25.57,74.06,6.18,177.78,sweet potato,0.387,77.32,10.53
73,42,47,26.67,82.35,5.799,308.31,abaca,0.672,217.67,14.4
78,51,59,27.59,58.86,5.929,89.66,watermelon,0.642,123.44,3.49
111,44,40,26.14,87.74,6.494,212.51,abaca,0.693,179.59,5.98
55,49,51,29.48,79.42,6.339,190.01,cacao,0.834,280.54,3.89
53,25,28,29.72,75.05,6.24,124.9,cassava,0.465,202.04,1.57
116,73,53,25.38,89.52,5.794,115.63,banana,0.691,45.32,0.01
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,0.576,187.09,0.49
37,65,57,26.9,59.23,6.744,100.19,watermelon,0.528,62.34,0.8
100,43,40,26.86,87.67,5.09,215.82,rubber,0.812,62.17,12.77
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,0.776,77.78,5.01
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,0.776,273.63,9.33
96,53,42,26.86,57.82,6.863,91.58,watermelon,0.513,32.77,5.21
72,31,37,24.79,78.68,6.395,117.44,sweet potato,0.444,292.69,12.08
98,32,54,28.8,84.97,5.854,182.61,durian,0.631,68.19,4.76
105,48,43,25.78,81.78,6.316,294.01,abaca,0.687,128.94,5.95
71,29,36,32.29,72.35,7.271,140.28,mango,0.609,211.84,4.69
98,62,49,30.08,81.71,5.668,128.55,rice,0.471,47.81,4.68
51,28,60,29.58,79.2,6.591,166.6,pomelo,0.479,163.96,10.93
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,0.36,102.59,9.58
76,31,53,25.65,86.93,6.2,174.09,durian,0.694,111.41,7.95
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,0.521,80.64,4.78
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut,0.688,32.19,0.16
89,60,56,30.31,65.23,6.273,113.29,papaya,0.754,105.82,3.65
36,26,46,25.77,73.01,6.008,122.68,pomelo,0.549,248.84,3.92
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,0.376,71.64,1.27
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,0.457,11.51,10.01
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya,0.587,57.21,8.3
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,0.386,15.96,9.46
97,12,47,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon,0.385,144.59,4.51
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,0.501,156.07,8.64
117,86,53,25.19640218,83.55829874,5.703381727999999,115.8586081,banana,0.715,56.08,8.25
89,36,70,27.82,79.03,6.336,195.2,durian,0.706,102.65,12.58
64,45,51,27.0,88.78,6.524,316.56,abaca,0.741,206.41,12.73
85,60,35,27.78,67.03,6.083,97.01,papaya,0.619,105.85,9.49
97,25,54,30.31,82.43,5.22,210.2,rubber,0.846,169.3,13.94
47,25,58,30.57,73.55,6.961,161.74,pomelo,0.547,184.82,9.58
106,45,64,27.22,72.29,5.953,232.97,durian,0.687,69.45,4.43
96,42,60,27.33,80.16,6.108,276.17,cacao,0.811,415.02,2.46
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,0.534,29.19,5.89
84,31,55,25.76,80.71,5.693,261.25,rubber,0.871,223.98,8.5
52,34,48,26.79,69.13,6.626,122.18,pomelo,0.545,51.97,4.76
102,43,53,27.73,75.82,6.803,236.23,durian,0.789,258.79,11.82
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,0.635,92.53,7.84
39,32,53,24.92,72.66,6.105,180.84,pomelo,0.778,3.0,6.49
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,0.531,46.15,1.01
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,0.504,97.74,7.67
72,34,48,30.67,71.71,6.456,102.35,cassava,0.597,47.7,6.63
101,40,65,27.98,81.8,6.426,285.27,rubber,0.631,239.29,17.54
28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas,0.597,163.87,11.44
116,43,43,29.58,68.9,6.146,151.55,maize,0.558,119.8,0.31
79,41,51,25.33,88.35,5.831,192.98,abaca,0.729,384.01,4.52
69,38,42,29.77,67.62,5.634,97.87,sweet potato,0.508,283.75,3.05
70,44,51,28.81,85.34,6.187,229.23,abaca,0.835,290.51,14.43
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya,0.671,182.57,1.62
39,27,57,28.98,59.81,6.565,75.72,mango,0.574,165.93,0.75
88,60,50,24.56,75.95,6.251,75.48,watermelon,0.59,25.02,6.8
15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut,0.516,68.17,5.95
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,0.41,130.31,3.21
114,39,39,24.35,87.92,6.571,274.2,abaca,0.719,431.61,7.5
77,25,50,30.59,66.39,5.591,113.71,sweet potato,0.508,219.17,8.74
36,55,36,28.64,81.77,5.85,120.17,papaya,0.618,37.28,1.2
76,31,53,24.09,64.76,5.987,146.5,sweet potato,0.676,237.33,7.75
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,0.721,64.52,4.09
101,59,54,32.89,59.09,6.682,89.58,maize,0.521,179.4,8.31
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,0.808,6.19,6.97
54,48,50,31.38,58.28,6.935,148.91,mango,0.52,103.38,5.31
65,50,49,29.9,85.64,5.71,268.7,cacao,0.745,119.19,14.9
54,26,53,29.86,63.38,5.913,142.16,cassava,0.395,66.3,10.02
63,40,68,29.71,87.16,6.227,177.49,durian,0.729,184.63,13.86
86,27,44,27.43,72.72,6.22,197.27,rubber,0.678,398.02,13.94
39,21,42,29.35,78.49,7.267,96.04,cassava,0.469,83.81,0.5
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut,0.845,23.69,7.41
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,0.519,173.67,8.54
37,29,48,31.78,72.89,6.061,65.89,mango,0.581,158.93,1.62
96,35,60,25.75,74.21,6.698,201.66,durian,0.777,266.26,8.86
35,38,63,31.92,73.95,6.94,104.91,mango,0.706,155.64,11.88
55,37,54,29.42,84.49,5.373,183.52,rubber,0.752,280.5,17.24
35,50,46,30.01,55.17,6.288,92.71,watermelon,0.633,61.28,1.3
39,36,50,28.34,83.05,5.731,137.85,sweet potato,0.549,147.57,11.23
96,45,57,29.87,79.32,6.544,151.04,maize,0.507,239.06,1.6
40,37,70,29.71,82.32,5.946,235.48,coconut,0.779,32.44,6.58
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,0.615,105.8,3.28
102,34,46,30.32,69.62,5.929,116.1,pomelo,0.74,243.32,3.63
78,45,49,29.22,71.79,5.679,57.59,maize,0.739,57.12,11.73
40,38,45,24.25,78.03,6.602,160.53,pomelo,0.75,41.97,0.12
80,52,50,27.17,90.0,6.596,203.41,cacao,0.603,331.78,11.85
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,0.319,121.26,0.11
95,40,54,26.57,84.67,5.101,230.36,rubber,0.586,106.39,12.86
45,39,31,30.02,68.52,5.965,92.02,watermelon,0.443,135.46,7.3
82,57,50,30.23,67.9,6.644,72.18,maize,0.473,197.25,5.36
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,0.498,40.93,7.93
92,45,65,25.4,78.6,5.849,238.51,cacao,0.749,474.82,7.55
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,0.622,325.49,4.9
67,28,64,24.13,66.11,6.482,127.58,sweet potato,0.714,199.62,13.39
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,0.401,82.17,6.71
115,35,64,28.8,88.78,6.723,264.1,cacao,0.681,199.89,7.97
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,0.412,198.11,1.26
55,32,36,26.16,77.24,5.88,125.64,sweet potato,0.421,256.89,12.36
98,49,53,26.87,84.21,6.599,249.08,abaca,0.835,423.37,5.48
73,18,43,31.41,79.93,5.985,188.23,sweet potato,0.612,18.73,0.49
84,61,61,30.07,84.43,5.943,190.74,banana,0.616,32.93,2.68
38,64,40,29.15,61.27,6.721,69.6,watermelon,0.546,102.39,0.74
77,33,46,26.73,83.19,6.138,130.81,pomelo,0.654,194.84,6.8
111,35,56,24.08,89.34,6.136,201.03,cacao,0.859,60.98,10.14
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,0.423,222.85,8.91
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,0.577,86.61,4.36
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,0.33,211.33,9.2
16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas,0.51,248.77,8.48
88,42,45,24.95,65.49,7.204,211.31,pomelo,0.467,43.27,1.67
77,72,50,28.97,83.83,6.668,129.93,banana,0.698,6.89,6.61
115,52,57,27.4,87.02,6.716,97.86,banana,0.712,167.51,0.49
89,62,49,29.63,80.71,5.507,190.67,banana,0.832,100.97,0.53
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,0.347,226.07,1.21
98,35,74,29.14,71.87,5.981,184.42,coconut,0.797,37.0,6.96
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,0.524,66.57,6.95
31,29,29,32.28,66.69,6.399,134.38,cassava,0.385,233.04,4.49
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,0.638,232.82,9.1
58,39,72,28.03,76.21,6.139,230.94,coconut,0.643,1.61,0.16
86,39,50,30.56,75.59,6.992,163.52,sweet potato,0.43,253.99,5.81
48,21,34,31.48,70.59,6.401,122.39,cassava,0.528,236.26,6.58
38,34,40,26.16,65.13,7.311,83.69,cassava,0.427,77.39,7.4
55,36,53,28.02,81.82,5.996,278.89,cacao,0.669,277.91,13.82
62,28,48,27.81,67.94,7.204,135.38,cassava,0.601,224.26,10.82
90,49,53,26.67,78.56,5.518,270.57,cacao,0.636,250.6,13.41
98,32,54,28.8,84.97,5.854,182.61,durian,0.631,68.19,4.76
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya,0.518,13.06,8.0
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,0.364,198.42,5.02
105,31,49,27.18,80.09,6.263,186.99,rubber,0.678,280.91,12.82
67,42,62,25.66,83.99,5.963,157.33,durian,0.833,335.81,1.79
72,34,58,26.1,63.0,5.503,125.06,sweet potato,0.439,18.7,2.51
97,36,42,28.71,55.04,6.277,112.25,watermelon,0.436,84.57,1.64
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,0.521,111.74,11.46
100,43,40,28.97,87.96,6.019,187.07,rubber,0.862,409.96,7.57
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,0.502,44.47,2.69
50,29,39,31.39,80.79,6.717,105.46,cassava,0.673,193.83,6.89
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,0.404,19.85,3.75
27,30,45,25.87,72.77,6.086,98.97,sweet potato,0.581,148.56,3.85
94,40,49,28.76,75.13,4.909,212.95,rubber,0.649,405.6,2.88
115,46,46,30.37,82.55,6.214,248.3,durian,0.635,205.69,2.3
98,32,54,28.8,84.97,5.854,182.61,durian,0.631,68.19,4.76
94,67,49,27.01,83.82,6.759,160.55,banana,0.623,18.23,7.61
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango,0.567,97.39,9.0
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,0.634,136.26,2.79
63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya,0.559,45.99,5.15
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon,0.408,32.33,5.83
46,53,53,27.21,77.58,5.929,59.64,watermelon,0.33,41.04,0.74
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut,0.643,47.94,5.15
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,0.556,102.53,1.86
40,68,41,27.01,61.79,6.306,94.16,watermelon,0.381,138.05,4.6
82,50,58,24.62,62.9,5.578,111.57,maize,0.464,206.13,0.89
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,0.451,35.39,3.15
87,36,52,30.18,73.28,6.734,204.23,durian,0.714,235.8,12.99
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,0.596,217.85,6.87
55,51,61,26.64,71.8,5.965,124.53,papaya,0.549,5.21,8.86
45,35,35,32.45,66.29,6.354,90.19,cassava,0.523,174.14,3.25
60,43,54,26.06,72.46,6.891,150.9,durian,0.763,70.21,12.86
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,0.649,91.69,4.46
91,34,39,27.74,62.73,5.862,105.46,sweet potato,0.678,82.49,1.94
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,0.402,5.11,8.26
79,44,60,32.87,73.66,6.645,106.19,mango,0.606,113.93,5.49
86,32,59,27.73,64.21,6.004,127.92,sweet potato,0.522,139.99,3.6
98,47,62,29.99,88.64,6.554,204.92,cacao,0.665,380.68,6.26
46,36,43,28.64,87.69,5.974,253.54,abaca,0.598,439.85,8.4
59,40,64,28.76,69.72,6.365,165.74,pomelo,0.624,222.18,4.57
71,37,64,25.94,78.28,6.15,218.03,cacao,0.644,393.95,8.9
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,0.521,77.86,1.47
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya,0.452,152.49,7.52
103,53,60,31.95,74.81,6.785,216.59,banana,0.838,120.4,4.62
79,47,52,30.63,66.09,6.834,126.31,watermelon,0.341,106.44,1.84
99,44,36,33.37,57.48,5.939,116.02,watermelon,0.477,114.96,1.72
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,0.592,18.82,9.13
56,34,57,28.94,80.52,6.012,197.99,cacao,0.712,117.72,9.05
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,0.456,105.65,7.23
65,31,56,30.28,78.36,6.122,188.24,durian,0.757,203.15,12.75
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram,0.486,112.8,5.06
62,49,51,31.36,70.4,7.304,84.71,mango,0.712,227.37,5.21
30,18,65,28.93,62.2,6.664,155.06,sweet potato,0.429,112.43,0.11
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango,0.568,238.51,4.75
45,33,38,29.37,72.03,5.607,119.86,cassava,0.445,249.83,3.7
72,28,42,27.1,84.69,5.714,231.0,rubber,0.733,304.54,12.56
86,64,64,26.93,75.68,5.522,171.88,banana,0.623,78.63,4.81
87,29,30,27.64,68.4,6.736,151.84,cassava,0.487,226.23,6.72
46,53,60,27.76,74.15,6.32,100.84,mango,0.471,20.06,11.27
82,32,28,30.74,80.76,6.887,174.04,cassava,0.544,150.05,11.72
64,35,64,25.22,79.87,6.645,212.05,cacao,0.715,66.03,8.97
89,33,46,24.99,71.44,6.272,148.99,maize,0.389,122.06,1.8
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,0.362,166.49,4.74
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,0.569,262.47,8.81
80,20,38,26.48,67.29,6.038,181.47,sweet potato,0.563,221.46,6.86
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana,0.744,94.36,4.98
103,73,65,29.2,88.24,5.998,102.45,banana,0.733,13.46,6.56
83,38,70,25.81,74.41,6.751,247.63,durian,0.632,164.53,5.61
44,33,34,30.42,74.85,7.458,151.2,cassava,0.523,214.33,1.25
60,37,61,24.57,83.3,6.67,114.64,papaya,0.507,8.03,1.67
105,68,40,28.26,89.46,6.332,96.38,rice,0.719,49.27,2.25
89,46,47,26.51,75.26,6.208,202.42,durian,0.636,189.93,3.15
36,39,60,25.0,86.5,5.361,211.63,rubber,0.695,302.11,9.07
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,0.395,194.83,3.38
75,46,38,26.59,63.96,6.911,83.4,mango,0.423,2.49,5.66
100,32,60,30.7,72.69,6.517,178.48,coconut,0.681,113.54,4.64
76,50,45,24.21,88.94,6.508,214.08,cacao,0.811,480.04,12.81
27,34,64,31.37,65.78,5.598,134.37,sweet potato,0.665,23.0,4.98
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,0.778,64.53,6.25
83,36,45,25.57,78.67,6.005,199.38,rubber,0.777,115.69,2.9
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,0.304,107.51,8.37
117,72,62,26.01,74.08,5.535,148.54,banana,0.665,178.15,4.6
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,0.554,119.87,0.62
95,34,55,31.89,77.89,5.567,89.11,cassava,0.367,83.69,6.11
86,28,61,30.55,78.2,6.65,148.9,mango,0.532,69.31,11.0
65,50,49,29.9,85.64,5.71,268.7,cacao,0.745,119.19,14.9
109,42,65,27.29,78.41,5.433,211.38,rubber,0.766,115.71,15.54
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,0.433,231.59,9.72
97,35,52,24.7,89.83,5.901,175.64,cacao,0.656,314.47,2.9
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,0.643,4.28,0.48
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,0.402,49.22,5.12
71,51,58,29.25,80.27,6.433,64.6,maize,0.363,53.66,4.99
83,41,52,28.74,78.14,5.881,160.71,cacao,0.705,78.42,14.79
42,56,53,27.02,67.99,5.975,106.79,watermelon,0.549,32.48,4.85
85,54,50,24.82,73.12,5.809,134.34,papaya,0.576,111.09,7.21
47,35,62,31.81,74.08,7.002,185.57,coconut,0.661,41.18,4.49
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut,0.579,84.69,4.48
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,0.305,144.39,1.38
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,0.555,62.88,9.16
73,44,51,27.96,77.23,5.903,205.09,pomelo,0.544,153.76,11.75
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram,0.549,72.3,4.71
82,32,66,31.69,83.48,6.811,129.36,coconut,0.489,59.13,1.29
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon,0.529,55.1,1.14
75,50,51,24.47,86.32,6.52,259.17,cacao,0.856,445.97,16.0
51,50,50,28.19,81.5,5.937,197.02,cacao,0.606,312.16,11.78
43,39,69,28.44,84.83,6.795,170.27,coconut,0.641,10.11,7.88
